Rating,size,ownership,industry,sector,revenue,avg_salary,company_text,state,age,sql,python,java,sas,matlab,javascript,c++,scala,hadoop,spark,hive,deep_learning,nlp,cv,tensorflow,pytorch,keras,title_simple,seniority,description
4.1,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,206.5,Berg Health,MA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1902
3.9,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,96.0,Karyopharm Therapeutics Inc.,MA,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,6196
3.7,201 to 500,Company - Private,others,Business Services,$50 to $100 million,87.5,Areté,CA,-1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,data scientist,others,3240
4.2,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,54.5,Agios Pharmaceuticals,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2824
3.3,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,126.5,Perspecta,VA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3751
3.8,51 to 200,Subsidiary or Business Segment,others,Finance,Unknown / Non-Applicable,139.0,Earnest,CA,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,data scientist,senior,2303
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,161.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,8919
3.3,201 to 500,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,100.5,The Mars Agency,AR,48,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,senior,4869
3.9,501 to 1000,Company - Private,others,Finance,Unknown / Non-Applicable,133.5,Harbourvest,MA,38,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,senior,3114
3.7,201 to 500,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,169.0,Earnin,CA,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,data scientist,senior,4651
4.0,201 to 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,69.5,Olive,OH,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,2833
3.6,10000+,other,Health Care Services & Hospitals,Health Care,$5 to $10 billion,41.0,Mercy Health,OH,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,15962
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,152.0,AstraZeneca,NY,107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,3169
3.2,51 to 200,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,65.0,Affinity Solutions,CA,22,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,others,others,2993
3.9,10000+,Government,Federal Agencies,Government,$2 to $5 billion,92.0,Sandia National Laboratories,CA,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5548
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,112.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4407
3.3,5001 to 10000,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion,111.0,MITRE,VA,62,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,data scientist,others,6269
3.7,201 to 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,81.0,GRAIL,NC,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2974
4.0,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,126.5,Novartis,MA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1828
3.3,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,109.0,Perspecta,DC,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,data scientist,others,4627
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,152.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5532
3.8,1001 to 5000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion,142.0,"Myriad Genetics, Inc",CA,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2438
3.1,10000+,Company - Public,others,Retail,$5 to $10 billion,67.0,O'Reilly Automotive,MO,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,1758
3.2,501 to 1000,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,165.0,The Climate Corporation,WA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,director,5266
3.3,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,51.5,Omeros,WA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3888
3.3,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion,34.0,Bon Secours,VA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2400
3.1,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,122.5,Porch,WA,8,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,others,senior,4359
3.4,201 to 500,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million,92.0,United Network for Organ Sharing,VA,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,12040
3.9,5001 to 10000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,52.0,Edward-Elmhurst Health,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1814
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,103.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6694
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,113.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,director,7174
1.8,Unknown,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,108.0,Nitto Avecia Pharma Services,CA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3523
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,105.5,Capital One,TX,26,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,data engineer,others,2376
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,202.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,director,4943
4.5,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,147.0,Novetta,VA,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,4468
4.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,68.0,Hollister Staffing,MA,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,1173
4.8,201 to 500,Company - Private,IT Services,Information Technology,$100 to $500 million,111.0,SADA,WA,20,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,senior,5910
3.3,5001 to 10000,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion,106.5,MITRE,VA,62,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4307
2.9,501 to 1000,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,107.5,Healthgrades,CO,22,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,data engineer,senior,3377
3.2,201 to 500,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million,136.5,Keap,AZ,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,manager,4298
2.5,51 to 200,Company - Private,IT Services,Information Technology,$10 to $25 million,123.0,The Burgess Group LLC,VA,23,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data engineer,senior,4916
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,40.5,PPD,NJ,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,7080
3.4,5001 to 10000,Company - Private,others,Retail,$1 to $2 billion,285.5,Fanatics,CA,24,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,others,senior,4804
3.5,501 to 1000,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million,111.5,TMP Worldwide,NY,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,145
4.9,201 to 500,Company - Private,IT Services,Information Technology,$25 to $50 million,129.0,Solution Design Group,MN,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,1937
3.5,51 to 200,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,166.5,VideoAmp,CA,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,senior,2348
3.7,10000+,Company - Public,others,Manufacturing,$10+ billion,79.5,Ecolab,MN,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6517
3.3,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million,77.5,"Invivoscribe, Inc.",CA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2084
3.8,5001 to 10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion,112.5,Regeneron,NY,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4603
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,120.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6989
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,129.5,Takeda Pharmaceutical,MA,239,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,data engineer,senior,6289
3.7,1001 to 5000,Subsidiary or Business Segment,others,others,$500 million to $1 billion,66.5,TDS Telecom,WI,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,3349
3.7,201 to 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,155.5,GRAIL,CA,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,3284
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,60.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4227
3.5,10000+,Company - Private,Insurance Carriers,Insurance,$10+ billion,279.0,Liberty Mutual Insurance,IN,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4275
3.3,10000+,Company - Public,others,Manufacturing,$10+ billion,141.0,Getinge Group,NH,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4133
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,200.5,Takeda Pharmaceutical,CA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4546
3.0,51 to 200,Company - Private,others,Business Services,$100 to $500 million,65.0,Talascend LLC,PA,74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,4305
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,76.5,Leidos,VA,51,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data engineer,others,6884
4.0,1001 to 5000,Company - Private,Consulting,Business Services,$500 million to $1 billion,94.5,Dunnhumby,MI,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2756
4.5,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,147.0,Novetta,VA,8,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,data scientist,senior,3544
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,129.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,7080
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,41.5,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5714
4.2,501 to 1000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,63.5,"Tabula Rasa HealthCare, Inc",FL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2999
3.6,10000+,Company - Private,Insurance Carriers,Insurance,$10+ billion,93.0,USAA,TX,98,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,data scientist,others,5576
5.0,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,134.5,Grammarly,CA,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,4651
3.5,10000+,Subsidiary or Business Segment,others,Manufacturing,$5 to $10 billion,50.5,Fresenius Kabi,IL,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2553
4.2,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,104.5,Agios Pharmaceuticals,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2865
3.3,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,76.0,Omeros,WA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4678
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,140.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,5315
3.6,10000+,Company - Public,others,Finance,$5 to $10 billion,110.5,Charles Schwab Inc.,TX,47,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,senior,4406
3.0,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,78.5,"PTC Therapeutics, Inc.",NJ,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4556
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,161.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6109
4.6,5001 to 10000,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 million,159.0,Intuit - Data,CA,37,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,data scientist,others,2800
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,167.0,Roche,CA,124,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4200
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4324
3.5,5001 to 10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion,99.0,QIAGEN,MD,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6093
3.5,10000+,Subsidiary or Business Segment,others,Manufacturing,$5 to $10 billion,49.5,Fresenius Kabi,NY,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2969
3.8,51 to 200,Company - Private,Consulting,Business Services,$5 to $10 million,121.0,Elder Research Inc,MD,25,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,senior,4542
4.1,1001 to 5000,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,72.5,Avalara,WA,16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,others,senior,3263
4.0,1001 to 5000,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,82.5,Exact Sciences Corporation,WI,25,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,data scientist,others,3750
3.8,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion,79.5,CACI International,VA,58,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,others,others,6318
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,52.5,PPD,NJ,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,7080
4.2,501 to 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million,160.0,Agios Pharmaceuticals,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3551
3.2,5001 to 10000,Company - Public,others,Finance,$5 to $10 billion,74.0,GM Financial,TX,28,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,others,3363
4.0,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,87.0,Novartis,MA,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4323
3.7,1001 to 5000,Company - Public,others,"Oil, Gas, Energy & Utilities",$1 to $2 billion,61.0,Portland General Electric,OR,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,others,manager,9946
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,124.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,8396
4.5,51 to 200,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,72.5,Blend360,MD,18,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,others,5671
3.4,5001 to 10000,Company - Private,others,Retail,$1 to $2 billion,142.0,Fanatics,FL,24,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,6710
3.5,10000+,Company - Private,others,Retail,$10+ billion,169.5,Lidl US,VA,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4777
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,49.0,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7182
3.3,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,79.5,Charles River Laboratories,MI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2991
4.1,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,140.0,AstraZeneca,MD,107,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,senior,5849
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,131.0,Takeda Pharmaceutical,CA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6009
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,118.0,Boehringer Ingelheim,CT,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4841
2.8,501 to 1000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million,56.0,LifeWorks NW,OR,59,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,5329
3.4,1001 to 5000,Company - Private,others,Finance,$500 million to $1 billion,152.0,Freedom Financial Network,CA,18,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,senior,5734
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,86.0,Leidos,VA,51,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data engineer,others,4723
4.6,201 to 500,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,120.5,The Motley Fool,VA,27,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,data engineer,others,4567
3.9,10000+,Company - Public,Consulting,Business Services,$5 to $10 billion,90.0,Booz Allen Hamilton,MO,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,2908
3.6,501 to 1000,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,88.5,Ibotta,CO,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4298
4.5,51 to 200,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,144.5,Strivr,CA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,2616
3.9,10000+,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,121.5,Bloomberg,NY,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,others,4137
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,144.0,Metabiota,CA,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3162
3.9,501 to 1000,other,Health Care Services & Hospitals,Health Care,$100 to $500 million,55.0,Vail Health,CO,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,2107
3.3,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million,67.0,Ascension,MO,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data analyst,senior,3615
4.5,10000+,Company - Public,Internet,Information Technology,$5 to $10 billion,125.0,Facebook,DC,16,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,others,4680
3.8,1001 to 5000,Company - Public,IT Services,Information Technology,$100 to $500 million,118.5,Secureworks,GA,21,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,senior,4721
3.8,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion,47.0,PPD,VA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5485
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,161.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6955
3.9,1001 to 5000,Company - Public,Internet,Information Technology,$100 to $500 million,152.0,Grubhub,NY,16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,senior,5093
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,186.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5067
3.2,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,93.0,Catalent Pharma Solutions,NC,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5711
2.7,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million,200.0,Intersect ENT,CA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6138
4.5,51 to 200,Company - Private,Federal Agencies,Government,$25 to $50 million,92.5,Kingfisher Systems,VA,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,2236
4.3,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion,96.0,Chenega MIOS,VA,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data engineer,others,4870
4.5,501 to 1000,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million,145.5,Confluent,CA,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3839
3.8,1001 to 5000,Company - Public,IT Services,Information Technology,$100 to $500 million,151.5,Secureworks,GA,21,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,data engineer,senior,4721
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,90.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,6600
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,161.5,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,7017
4.0,51 to 200,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million,155.5,FORMA THERAPEUTICS,MA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3308
3.7,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,223.0,Takeda Pharmaceutical,MA,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,5337
4.9,1 to 50,Company - Private,others,Education,Unknown / Non-Applicable,79.5,NYC Data Science Academy,NY,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,3858
3.3,201 to 500,Company - Private,Consulting,Business Services,$5 to $10 million,87.5,Optimum Healthcare IT,FL,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,others,3097
3.6,10000+,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,103.0,Cox Automotive,GA,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,data scientist,others,5969
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,98.5,Leidos,VA,51,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3299
3.7,201 to 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,155.0,GRAIL,CA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,3680
